BRÜHLER - Die Ersatzkasse;104978011;;;;;;42651;Solingen;Birkerstr. 10;42648;Solingen;Postfach 10 12 83;;;;;104940005;;;37618
Bertelsmann BKK;103725342;;;;;;33335;Gütersloh;Carl-Miele-Str. 214;33311;Gütersloh;Postfach 170;;;;;103725342;;;
Bertelsmann BKK/Ost;103720893;;;;;;33335;Gütersloh;Carl-Miele-Str. 214;33311;Gütersloh;Postfach 170;;;;;103720893;;;
Bosch BKK;108036123;;;;;;70469;Stuttgart;Kruppstr. 19;;;;70466;Stuttgart;;;108036123;;;
Bosch BKK/Ost;108023388;;;;;;70469;Stuttgart;Kruppstr. 19;;;;70466;Stuttgart;;;108023388;;;
Brandenburgische BKK;100820488;;;;;;15890;Eisenhüttenstadt;Werkstr. 10;;;;;;;;109737010;;;
CITY BKK;101538012;;;;;;70178;Stuttgart;Hauptstätter Str. 68-70;;;;;;;;109538019;;;
CITY BKK Abr.-IK;108038012;;;;;;70178;Stuttgart;Hauptstätter Str. 68-70;;;;;;;;109538019;;;
CITY BKK KöRiA;109538019;;;;;;70178;Stuttgart;Hauptstätter Str. 68-70;;;;;;;;109538019;;;
CITY BKK/Ost Abr.-IK;108092133;;;;;;70178;Stuttgart;Hauptstätter Str. 68-70;;;;;;;;101592133;;;
CITY BKK/Ost KöRiA;101592133;;;;;;70178;Stuttgart;Hauptstätter Str. 68-70;;;;;;;;101592133;;;
Continentale BKK;101523446;;;;;;22335;Hamburg;Röntgenstr. 24;22315;Hamburg;Postfach 630529;;;;;103523440;;;
Continentale BKK;103523440;;;;;;22335;Hamburg;Röntgenstr. 24;22315;Hamburg;Postfach 630529;;;;;103523440;;;
DAK;100167999;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;78602
DAK;100567993;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;83602
DAK;100967997;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;88602
DAK;101367993;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;01602
DAK;101520103;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;101520147;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;101520352;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;101532301;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;101560000;;;;;;20097;Hamburg;Nagelsweg 27-31;20009;Hamburg;Postfach 10 14 44;;;;;105830016;;;74602
DAK;101567995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;02602
DAK;101592235;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;101592612;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;101767997;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;17602
DAK;103067994;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;05602
DAK;103467998;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;20602
DAK;104067996;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;38602
DAK;105067999;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;93602
DAK;105167990;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;46602
DAK;105836717;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;
DAK;106267993;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;48602
DAK;106367994;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;47602
DAK;106467995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;49602
DAK;106567996;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;50602
DAK;106767998;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;55602
DAK;107267995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;98602
DAK;107367996;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;60602
DAK;107867991;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;62602
DAK;108067995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;61602
DAK;108367998;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;71602
DAK;109367990;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;73602
DAK;109567992;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;72602
DAK;109767994;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;84602
DAK-Gesundheit;105830016;;;;;;20097;Hamburg;Nagelsweg 27-31;20009;Hamburg;Postfach 10 14 44;;;;;105830016;;;02602
DAV AOK Bayern - kubus IT;108310400;;;;;;95444;Bayreuth;Karl-Marx-Straße 7A;;;;;;;;108310400;;da@dta.aok.de;
DAV AOK Plus Sachsen;107299005;;;;;;01067;Dresden;Sternplatz 7;;;;;;;;107299005;;da@dta.aok.de;
DIE BERGISCHE KRANKENKASSE;104926702;;;;;;42719;Solingen;Heresbachstr. 29;42705;Solingen;Postfach 190540;;;;;104926702;;;
DRÄGER & HANSE BKK;100323099;;;;;;18057;Rostock;Doberaner Str. 114;;;;;;;;104529255;;;
DRÄGER & HANSE BKK/West;101320338;;;;;;18057;Rostock;Doberaner Str. 114;;;;;;;;104526376;;;
Daimler BKK;108030786;;;;;;70567;Stuttgart;Epplestr. 225;70507;Stuttgart;Postfach 800772;;;;;108030775;;;
Daimler BKK;108030797;;;;;;80636;München;Arnulfstr. 61-71;80004;München;Postfach 200411;;;;;108030775;;;
Daimler BKK;108030800;;;;;;12277;Berlin;Daimlerstr. 119;12251;Berlin;Postfach 480125;;;;;108030775;;;
Daimler BKK;108030811;;;;;;60488;Frankfurt;Heerstr. 66;60459;Frankfurt;Postfach 940182;;;;;108030775;;;
Daimler BKK;108030822;;;;;;89077;Ulm;Kässbohrerstr. 18;89003;Ulm;Postfach 1349;;;;;108030775;;;
Daimler BKK;108031914;;;;;;28309;Bremen;Mercedesstr. 1;;;;28178;Bremen;;;108030775;;;
Daimler BKK;108032458;;;;;;70327;Stuttgart;Mercedesstr. 137;70301;Untertürkheim;Postfach 600164;;;;;108030775;;;
Daimler BKK;108032469;;;;;;71059;Sindelfingen;Bela-Barenyi-Straße, Tor 3;;;;71059;Sindelfingen;;;108030775;;;
Daimler BKK;108032470;;;;;;10785;Berlin;Eichhornstr. 3;;;;10875;Berlin;;;108030775;;;
Daimler BKK;108037099;;;;;;88045;Friedrichshafen;Margaretenstr. 3;;;;;;;;108030775;;;
Daimler BKK;108037102;;;;;;90429;Nürnberg;Fürther Str. 235;;;;;;;;108030775;;;
Daimler BKK;108037113;;;;;;50823;Köln;Am Gleisdreieck 1-5;;;;;;;;108030775;;;
Daimler BKK;108037124;;;;;;34127;Kassel;Mercedesplatz 1;;;;;;;;108030775;;;
Daimler BKK;108037135;;;;;;30453;Hannover;Mercedesstr. 9;;;;;;;;108030775;;;
Daimler BKK;108037146;;;;;;21079;Hamburg;Am Radeland 125;;;;;;;;108030775;;;
Daimler BKK;108037157;;;;;;76744;Wörth;Daimlerstr. 1;;;;76742;Wörth;;;108030775;;;
Daimler BKK;108039650;;;;;;76437;Rastatt;Mercedesstr. 1;;;;;;;;108030775;;;
Daimler BKK;108039661;;;;;;76571;Gaggenau;Hauptstr. 107;;;;;;;;108030775;;;
Daimler BKK;108091030;;;;;;68299;Mannheim;Hans-Martin-Schleyer-Str. 1;;;;;;;;108030775;;;
Daimler BKK;108091041;;;;;;40467;Düsseldorf;Rather Str. 51;;;;;;;;108030775;;;
Daimler BKK;109531136;;;;;;12277;Berlin;Daimlerstr. 119;12251;Berlin;Postfach 480125;;;;;108030775;;;
Daimler BKK Ost Berlin;108038089;;;;;;12277;Berlin;Daimlerstraße 119;12251;Berlin;Postfach 480125;;;;;108038078;;;
Daimler BKK Ost Leipzig;108038090;;;;;;04347;Leipzig;Torgauerstr. 333;04332;Leipzig;Postfach 241261;;;;;108038078;;;
Daimler BKK Ost Ludwigsfelde;108038103;;;;;;14974;Ludwigsfelde;Industriepark;14961;Ludwigsfelde;11;;;;;108038078;;;
Debeka BKK;106329225;;;;;;56072;Koblenz;Im Metternicher Feld 50;;;;56048;Koblenz;;;106329225;;;
Debeka BKK/Ost;106329236;;;;;;56072;Koblenz;Im Metternicher Feld 50;;;;56048;Koblenz;;;106329236;;;
Deutsche BKK;101939006;;;;;;38440;Wolfsburg;Willy-Brandt-Platz 8;;;;38439;Wolfsburg;;;104940005;;;
Deutsche BKK;109939003;;;;;;38440;Wolfsburg;Willy-Brandt-Platz 8;;;;38439;Wolfsburg;;;104940005;;;
Deutsche BKK;109991304;;;;;;01069;Dresden;Bernhardstr. 4;01004;Dresden;Postfach 120331;;;;;104940005;;;
Deutsche BKK/Ost;101921299;;;;;;38440;Wolfsburg;Willy-Brandt-Platz 8;;;;38439;Wolfsburg;;;104940005;;;
Deutsche BKK/Ost;109921296;;;;;;38440;Wolfsburg;Willy-Brandt-Platz 8;;;;38439;Wolfsburg;;;104940005;;;
Deutsche BKK/Ost;109991291;;;;;;01069;Dresden;Bernhardstr. 4;01004;Dresden;Postfach 120331;;;;;104940005;;;
Die nord-u.mitteldt.IKK (Ost);101002970;;;;;;38350;Helmstedt;Willy-Brandt-Ring 1;38335;Helmstedt;Postfach 1525;;;;;107202793;;;85303
Die nord-u.mitteldt.IKK (West);101003005;;;;;;29204;Celle;Speicherstr. 3;;;;;;;;101500154;;;
Die nord-u.mitteldt.IKK (West);101900443;;;;;;38350;Helmstedt;Willy-Brandt-Ring 1;38335;Helmstedt;Postfach 1525;;;;;101500154;;;07306
Die nord-u.mitteldt.IKK (West);102100389;;;;;;29221;Celle;Speicherstr. 3;29204;Celle;Postfach 1448;;;;;101500154;;;09301
ESSO BKK;101520329;;;;;;22083;Hamburg;Osterbekstr. 90a;22051;Hamburg;Postfach 760140;;;;;104491707;;;
ESSO BKK/OST;101521547;;;;;;22083;Hamburg;Osterbekstr. 90a;22051;Hamburg;Postfach 760140;;;;;104491718;;;
Ernst & Young BKK;105732324;;;;;;34212;Melsungen;Rotenburger Str. 16;34202;Melsungen;Postfach 1211;;;;;105732324;;;
GBK KOELN;104625684;;;;;;50668;Köln;Jakordenstr. 18-20;50455;Köln;Postfach 101534;;;;;108035612;;;
GBK KOELN-OST;104691721;;;;;;50668;Köln;Jakordenstr. 18-20;50455;Köln;Postfach 101534;;;;;108034508;;;
GEK;100189688;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;78611
GEK;100589682;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;83611
GEK;100989686;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;88611
GEK;101389682;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;01611
GEK;101589684;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;02611
GEK;101789686;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;17611
GEK;103089683;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;05611
GEK;103489687;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;20611
GEK;104089685;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;38611
GEK;105089688;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;93611
GEK;105189689;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;46611
GEK;106289682;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;48611
GEK;106389683;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;47611
GEK;106489684;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;49611
GEK;106589685;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;50611
GEK;106789687;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;55611
GEK;107289684;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;98611
GEK;107389685;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;60611
GEK;107889680;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;62611
GEK;108079808;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;73529;Schwäbisch Gmünd;Postfach 18 60;73521;Schwäbisch Gmünd;;;104940005;;;74611
GEK;108089684;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;61611
GEK;108389687;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;71611
GEK;109389689;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;73611
GEK;109589681;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;72611
GEK;109789683;;;;;;73529;Schwäbisch Gmünd;Gottlieb-Daimler-Str. 19;;;;;;;;104940005;;;84611
HAMBURG MÜNCHENER ERSATZKASSE;100569995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;83604
HAMBURG MÜNCHENER ERSATZKASSE;100969999;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;88604
HAMBURG MÜNCHENER ERSATZKASSE;101369995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;01604
HAMBURG MÜNCHENER ERSATZKASSE;101569997;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;02604
HAMBURG MÜNCHENER ERSATZKASSE;101769999;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;17604
HAMBURG MÜNCHENER ERSATZKASSE;103069996;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;05604
HAMBURG MÜNCHENER ERSATZKASSE;103469990;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;20604
HAMBURG MÜNCHENER ERSATZKASSE;104069998;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;38604
HAMBURG MÜNCHENER ERSATZKASSE;105069991;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;93604
HAMBURG MÜNCHENER ERSATZKASSE;105169992;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;46604
HAMBURG MÜNCHENER ERSATZKASSE;106269995;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;48604
HAMBURG MÜNCHENER ERSATZKASSE;106369996;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;47604
HAMBURG MÜNCHENER ERSATZKASSE;106469997;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;49604
HAMBURG MÜNCHENER ERSATZKASSE;106569998;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;50604
HAMBURG MÜNCHENER ERSATZKASSE;106769990;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;55604
HAMBURG MÜNCHENER ERSATZKASSE;107269997;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;98604
HAMBURG MÜNCHENER ERSATZKASSE;107369998;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;60604
HAMBURG MÜNCHENER ERSATZKASSE;107869993;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;62604
HAMBURG MÜNCHENER ERSATZKASSE;108069997;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;61604
HAMBURG MÜNCHENER ERSATZKASSE;108369990;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;71604
HAMBURG MÜNCHENER ERSATZKASSE;109369992;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;73604
HAMBURG MÜNCHENER ERSATZKASSE;109569994;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;72604
HAMBURG MÜNCHENER ERSATZKASSE;109769996;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;84604
HAMBURG-MÜNCHENER ERSATZKASSE;100169991;;;;;;20097;Hamburg;Nagelsweg 27-31;;;;;;;;105830016;;;78604
HANSEATISCHE KRANKENKASSE;100171007;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;78606
HANSEATISCHE KRANKENKASSE;100571001;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;83606
HANSEATISCHE KRANKENKASSE;100971005;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;88606
HANSEATISCHE KRANKENKASSE;101371001;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;01606
HANSEATISCHE KRANKENKASSE;101570104;;;;;;22041;Hamburg;Wandsbeker Zollstr. 86-90;22008;Hamburg;Postfach 70 08 44;22039;Hamburg;;;101570104;;;74606
HANSEATISCHE KRANKENKASSE;101571003;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;02606
HANSEATISCHE KRANKENKASSE;101771005;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;17606
HANSEATISCHE KRANKENKASSE;103071002;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;05606
HANSEATISCHE KRANKENKASSE;103471006;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;20606
HANSEATISCHE KRANKENKASSE;104071004;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;38606
HANSEATISCHE KRANKENKASSE;105071007;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;93606
HANSEATISCHE KRANKENKASSE;105171008;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;46606
HANSEATISCHE KRANKENKASSE;106271001;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;48606
HANSEATISCHE KRANKENKASSE;106371002;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;47606
HANSEATISCHE KRANKENKASSE;106471003;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;49606
HANSEATISCHE KRANKENKASSE;106571004;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;50606
HANSEATISCHE KRANKENKASSE;106771006;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;55606
HANSEATISCHE KRANKENKASSE;107271003;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;98606
HANSEATISCHE KRANKENKASSE;107371004;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;60606
HANSEATISCHE KRANKENKASSE;107871009;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;62606
HANSEATISCHE KRANKENKASSE;108071003;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;61606
HANSEATISCHE KRANKENKASSE;108371006;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;71606
HANSEATISCHE KRANKENKASSE;109371008;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;73606
HANSEATISCHE KRANKENKASSE;109571000;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;72606
HANSEATISCHE KRANKENKASSE;109771002;;;;;;22041;Hamburg;Wandsbeker Zollstr. 82-90;;;;;;;;101570104;;;84606
HEAG BKK;105230101;;;;;;64283;Darmstadt;Im Carree 1;64222;Darmstadt;Postfach 110746;;;;;105830517;;;
HYPOVEREINSBANK BKK;108428980;;;;;;80335;München;Arnulfstr. 27;;;;;;;;101520078;;;
HYPOVEREINSBANK BKK;108492569;;;;;;80335;München;Arnulfstr. 27;;;;;;;;101520078;;;
HYPOVEREINSBANK BKK NETZ-PNWÜ;108891653;;;;;;80335;München;Arnulfstr. 27;;;;;;;;101520078;;;
HYPOVEREINSBANK BKK/Ost;108428991;;;;;;80335;München;Arnulfstr. 27;;;;;;;;101520078;;;
HZK;100189450;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;78614
HZK;100589454;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;83614
HZK;100989458;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;88614
HZK;101389454;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;01614
HZK;101589456;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;02614
HZK;101789458;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;17614
HZK;103089455;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;05614
HZK;103489459;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;20614
HZK;104089457;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;38614
HZK;105089450;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;93614
HZK;105189451;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;46614
HZK;106289454;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;48614
HZK;106389455;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;47614
HZK;106489456;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;49614
HZK;106589457;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;50614
HZK;106789459;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;55614
HZK;107289456;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;98614
HZK;107389457;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;60614
HZK;107889452;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;62614
HZK;108089456;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;61614
HZK;108389459;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;71614
HZK;109389451;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;73614
HZK;109589453;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;72614
HZK;109789455;;;;;;22041;Hamburg;Wandsbeker Zollstr. 92-98;;;;;;;;104940005;;;84614
Handelskrankenkasse (hkk);100186801;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;78607
Handelskrankenkasse (hkk);100586805;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;83607
Handelskrankenkasse (hkk);100986809;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;88607
Handelskrankenkasse (hkk);101386805;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;01607
Handelskrankenkasse (hkk);101586807;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;02607
Handelskrankenkasse (hkk);101786809;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;17607
Handelskrankenkasse (hkk);103086806;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;05607
Handelskrankenkasse (hkk);103170002;;;;;;28195;Bremen;Martinistr. 26;;;;28185;Bremen;;;103170002;;;74607
Handelskrankenkasse (hkk);103486800;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;20607
Handelskrankenkasse (hkk);104086808;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;38607
Handelskrankenkasse (hkk);105086801;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;93607
Handelskrankenkasse (hkk);105186802;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;46607
Handelskrankenkasse (hkk);106286805;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;48607
Handelskrankenkasse (hkk);106386806;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;47607
Handelskrankenkasse (hkk);106486807;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;49607
Handelskrankenkasse (hkk);106586808;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;50607
Handelskrankenkasse (hkk);106786800;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;55607
Handelskrankenkasse (hkk);107286807;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;98607
Handelskrankenkasse (hkk);107386808;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;60607
Handelskrankenkasse (hkk);107886803;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;62607
Handelskrankenkasse (hkk);108086807;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;61607
Handelskrankenkasse (hkk);108386800;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;71607
Handelskrankenkasse (hkk);109386802;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;73607
Handelskrankenkasse (hkk);109586804;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;72607
Handelskrankenkasse (hkk);109786806;;;;;;28195;Bremen;Martinistr. 26;;;;;;;;103170002;;;84607
Heimat Krankenkasse;103724238;;;;;;33602;Bielefeld;Herforder Str. 23;;;;;;;;103724238;;;
Heimat Krankenkasse/Ost;103723896;;;;;;33602;Bielefeld;Herforder Str. 23;;;;;;;;103723896;;;
IKK - Die Innovationskasse;100202549;;;;;;18055;Rostock;Blücherstr. 27 c;18003;Rostock;Postfach 102014;;;;;100202549;;;78301
IKK - Die Innovationskasse;101300129;;;;;;24782;Rendsburg-Büdelsdorf;Parkallee 21;24754;Rendsburg-Büdelsdorf;Postfach 440;;;;;101300129;;;01310
IKK BW u. He. (vorm. IKK BaWü);106801672;;;;;;76530;Baden-Baden;Lange Str. 96;76495;Baden-Baden;Postfach 140141;;;;;108001963;;;56301
